1,0.0421696503428582
1.33141907208705,0.0588843655355589
2,0.0623734835482419
2.6628381441741,0.0117489755493953
3,0.00291742701400117
4,0.00436515832240166
5,0.00058884365535559
5.32567628834819,0.00467735141287198
6,0.00184077200146895
6.65709536043524,0.000582103217770871
7,0.000158489319246111
8,0.00358921934645005
9,0.000239883291901949
10,0.000616595001861482
10.6513525766964,0.0014288939585111
12,0.000543250331492434
13.3141907208705,0.000518800038928961
14,0.000327340694878838
14.6456097929575,0.000211348903983665
16.2566117575941,0.000803526122185618
18,0.00025409727055493
18.6413782680973,0.000147910838816821
21.3042164122714,0.000285101826750391
23.9670545564455,0.000114815362149688
